name,norad_id,tle_line1,tle_line2,epoch,category
STARLINK-6359,57346,1 57346U 23099U   25344.16022392  .00000133  00000+0  24903-4 0  9999,2 57346  43.0063  15.0487 0001223 262.5291  97.5413 15.02538859132655,2025-12-10 03:50:43.346688,starlink
STARLINK-6378,57347,1 57347U 23099V   25344.10595677  .00000861  00000+0  78807-4 0  9995,2 57347  43.0032  15.5031 0001012 261.9066  98.1661 15.02534751132649,2025-12-10 02:32:34.664928,starlink
STARLINK-6372,57348,1 57348U 23099W   25344.08819388  .00002109  00000+0  17115-3 0  9992,2 57348  43.0052  15.3737 0001275 265.9768  94.0928 15.02544612132645,2025-12-10 02:06:59.951232,starlink
STARLINK-6376,57349,1 57349U 23099X   25344.15689166  .00000925  00000+0  83546-4 0  9996,2 57349  43.0057  15.0269 0001435 266.3877  93.6802 15.02539072133373,2025-12-10 03:45:55.439424,starlink
STARLINK-6362,57350,1 57350U 23099Y   25344.09633808 -.00000896  00000+0 -51208-4 0  9992,2 57350  43.0059   3.2691 0001265 261.9595  98.1104 15.02549209132786,2025-12-10 02:18:43.610112,starlink
STARLINK-6331,57351,1 57351U 23099Z   25344.08709410 -.00001202  00000+0 -73933-4 0  9996,2 57351  43.0067  15.3651 0001814 270.4447  89.6187 15.02525130132645,2025-12-10 02:05:24.930240,starlink
STARLINK-6297,57352,1 57352U 23099AA  25344.08967923  .00002298  00000+0  18517-3 0  9992,2 57352  43.0059   3.2188 0001081 266.5580  93.5138 15.02527308132782,2025-12-10 02:09:08.285472,starlink
STARLINK-6324,57353,1 57353U 23099AB  25344.15134686  .00000857  00000+0  78492-4 0  9991,2 57353  43.0062  14.9876 0001323 266.5744  93.4947 15.02535864132650,2025-12-10 03:37:56.368704,starlink
STARLINK-6293,57354,1 57354U 23099AC  25344.14727565 -.00001421  00000+0 -90094-4 0  9997,2 57354  43.0043   2.7886 0001352 273.8256  86.2431 15.02552727132797,2025-12-10 03:32:04.616160,starlink
STARLINK-6276,57355,1 57355U 23099AD  25344.02652699  .00001584  00000+0  13228-3 0  9991,2 57355  43.0056   3.6038 0001251 268.8180  91.2519 15.02540253132771,2025-12-10 00:38:11.931936,starlink
STARLINK-6355,57356,1 57356U 23099AE  25344.14616850  .00000658  00000+0  63785-4 0  9999,2 57356  43.0057   2.7782 0001218 274.4139  85.6564 15.02535734132796,2025-12-10 03:30:28.958400,starlink
STARLINK-5600,57357,1 57357U 23099AF  25344.08745872 -.00000689  00000+0 -35954-4 0  9993,2 57357  43.0054   3.2003 0001258 266.9626  93.1072 15.02545470132782,2025-12-10 02:05:56.433408,starlink
STARLINK-6299,57358,1 57358U 23099AG  25344.07414241  .00000661  00000+0  64007-4 0  9995,2 57358  43.0049   3.0958 0001250 268.3847  91.6852 15.02536377133525,2025-12-10 01:46:45.904224,starlink
STARLINK-6347,57359,1 57359U 23099AH  25344.02430057 -.00003642  00000+0 -25455-3 0  9991,2 57359  43.0050   3.5854 0001062 273.2729  86.7992 15.02559520132774,2025-12-10 00:34:59.569248,starlink
STARLINK-6348,57360,1 57360U 23099AJ  25344.06747719  .00002159  00000+0  17483-3 0  9995,2 57360  43.0048   3.0478 0001529 268.8013  91.2654 15.02542846132784,2025-12-10 01:37:10.029216,starlink
STARLINK-6340,57361,1 57361U 23099AK  25344.07637756 -.00002680  00000+0 -18346-3 0  9996,2 57361  43.0019   3.1163 0000178 305.9268  54.1558 15.02530123132785,2025-12-10 01:49:59.021184,starlink
STARLINK-6343,57362,1 57362U 23099AL  25344.13063103  .00000385  00000+0  43548-4 0  9994,2 57362  43.0042   2.6615 0001099 266.8320  93.2397 15.02532222132793,2025-12-10 03:08:06.520992,starlink
STARLINK-6356,57363,1 57363U 23099AM  25344.13729269 -.00000379  00000+0 -13009-4 0  9991,2 57363  43.0042   2.7124 0001253 271.8018  88.2681 15.02531313132792,2025-12-10 03:17:42.088416,starlink
STARLINK-6338,57364,1 57364U 23099AN  25344.12952227 -.00000406  00000+0 -14952-4 0  9992,2 57364  43.0042   2.6524 0001058 261.4644  98.6078 15.02532669132799,2025-12-10 03:06:30.724128,starlink
STARLINK-5007,57365,1 57365U 23099AP  25344.31896177  .00001701  00000+0  14095-3 0  9999,2 57365  43.0075   1.4894 0001155 268.9606  91.1104 15.02539028132829,2025-12-10 07:39:18.296928,starlink
STARLINK-6174,57366,1 57366U 23099AQ  25344.05638745  .00000391  00000+0  44060-4 0  9996,2 57366  43.0031   2.9619 0001087 272.2223  87.8495 15.02525217132785,2025-12-10 01:21:11.875680,starlink
STARLINK-6215,57367,1 57367U 23099AR  25344.31589114  .00000824  00000+0  76101-4 0  9993,2 57367  43.0062 348.4368 0001195 265.0613  95.0093 15.02534872133729,2025-12-10 07:34:52.994496,starlink
STARLINK-6218,57368,1 57368U 23099AS  25344.31674195  .00000527  00000+0  54088-4 0  9998,2 57368  43.0030   1.4710 0001522 279.5939  80.4731 15.02539764132829,2025-12-10 07:36:06.504480,starlink
STARLINK-6168,57369,1 57369U 23099AT  25344.05970783 -.00001224  00000+0 -75498-4 0  9997,2 57369  43.0059   2.9884 0001228 261.1544  98.9159 15.02546713132786,2025-12-10 01:25:58.756512,starlink
STARLINK-5353,57370,1 57370U 23099AU  25344.11066332  .00001549  00000+0  12973-3 0  9998,2 57370  43.0053   2.5041 0001133 270.2546  89.8167 15.02535489132798,2025-12-10 02:39:21.310848,starlink
STARLINK-6032,57371,1 57371U 23099AV  25344.05748813 -.00000040  00000+0  12136-4 0  9991,2 57371  43.0039   2.9703 0001071 263.3197  96.7524 15.02539279132782,2025-12-10 01:22:46.974432,starlink
STARLINK-5975,57372,1 57372U 23099AW  25344.03640228  .00000413  00000+0  45626-4 0  9994,2 57372  43.0050   2.8002 0001176 273.9772  86.0935 15.02537619132783,2025-12-10 00:52:25.156992,starlink
STARLINK-6370,57373,1 57373U 23099AX  25344.02541997 -.00000520  00000+0 -23449-4 0  9997,2 57373  43.0050   3.5777 0000629 269.3201  90.7569 15.02532012132775,2025-12-10 00:36:36.285408,starlink
STARLINK-6369,57374,1 57374U 23099AY  25344.06218879  .00000589  00000+0  58643-4 0  9999,2 57374  43.0039 349.9917 0001317 269.2586  90.8105 15.02534652132933,2025-12-10 01:29:33.111456,starlink
STARLINK-6363,57375,1 57375U 23099AZ  25344.10953439  .00001997  00000+0  16284-3 0  9991,2 57375  43.0041   2.4977 0001411 269.3107  90.7574 15.02546247132795,2025-12-10 02:37:43.771296,starlink
STARLINK-6367,57376,1 57376U 23099BA  25344.09954702  .00012600  00000+0  94565-3 0  9995,2 57376  43.0033   2.4239 0000725 267.6595  92.4165 15.02555979132794,2025-12-10 02:23:20.862528,starlink
STARLINK-6358,57377,1 57377U 23099BB  25344.10399055  .00001100  00000+0  96528-4 0  9997,2 57377  43.0038   2.4580 0001383 269.5490  90.5194 15.02535487132798,2025-12-10 02:29:44.783520,starlink
STARLINK-6364,57378,1 57378U 23099BC  25344.05800848 -.00000831  00000+0 -46463-4 0  9994,2 57378  43.0042 336.9606 0001186 270.7824  89.2883 15.02528652133825,2025-12-10 01:23:31.932672,starlink
STARLINK-6361,57379,1 57379U 23099BD  25344.10066420 -.00000236  00000+0 -24088-5 0  9990,2 57379  43.0030   2.4326 0001149 276.0071  84.0641 15.02532122132796,2025-12-10 02:24:57.386880,starlink
STARLINK-6366,57380,1 57380U 23099BE  25344.05689694  .00001157  00000+0  10075-3 0  9990,2 57380  43.0029 336.9431 0000971 266.2842  93.7889 15.02529832133816,2025-12-10 01:21:55.895616,starlink
STARLINK-6371,57381,1 57381U 23099BF  25344.28603476 -.00000124  00000+0  58700-5 0  9993,2 57381  43.0044 349.0786 0001142 261.9211  98.1502 15.02538504133700,2025-12-10 06:51:53.403264,starlink
STARLING 4,57386,1 57386U 23100A   25344.31231075  .00004157  00000+0  29538-3 0  9991,2 57386  99.5021 313.2481 0007161  14.3639 345.7784 15.05455836131476,2025-12-10 07:29:43.648800,other
STARLING 2,57387,1 57387U 23100B   25344.24605876  .00004119  00000+0  29279-3 0  9998,2 57387  99.5019 313.1905 0006013  23.7591 336.3906 15.05453294131467,2025-12-10 05:54:19.476864,other
STARLING 1,57388,1 57388U 23100C   25344.31237904  .00006487  00000+0  45725-3 0  9994,2 57388  99.5063 313.7815 0005751 155.1283 205.0216 15.05462282131473,2025-12-10 07:29:49.549056,other
STARLING 3,57389,1 57389U 23100D   25343.91331212  .00011488  00000+0  72113-3 0  9995,2 57389  99.5002 314.0764 0006165  19.4473 340.6984 15.09511740131484,2025-12-09 21:55:10.167168,other
LEMUR-2-MANO,57390,1 57390U 23100E   25344.21878446  .00085412  00000+0  18878-2 0  9991,2 57390  99.4652 333.8026 0003646 314.4437  45.6505 15.43514499132614,2025-12-10 05:15:02.977344,other
LEMUR-2-DEVERILL-M-T,57391,1 57391U 23100F   25344.17387388  .00034145  00000+0  11917-2 0  9991,2 57391  99.4541 325.0236 0007387 328.0206  32.0579 15.29514792132250,2025-12-10 04:10:22.703232,other
LEO 3,57392,1 57392U 23100G   25344.25701059  .00000028  00000+0  84038-4 0  9995,2 57392  99.5418 105.5813 0018805 140.6618 219.5897 13.68411190119809,2025-12-10 06:10:05.714976,other
TIANMU-1 07,57399,1 57399U 23101A   25344.30329983  .00010362  00000+0  38153-3 0  9999,2 57399  97.2877  34.2066 0005637  87.6940 272.4945 15.28012934132780,2025-12-10 07:16:45.105312,other
TIANMU-1 08,57400,1 57400U 23101B   25344.27021844  .00009969  00000+0  36725-3 0  9997,2 57400  97.2866  33.9726 0007554  90.6360 269.5745 15.27996540132777,2025-12-10 06:29:06.873216,other
TIANMU-1 09,57401,1 57401U 23101C   25344.32253486  .00010538  00000+0  38774-3 0  9993,2 57401  97.2822  33.5385 0006825  90.3638 269.8384 15.28025136132780,2025-12-10 07:44:27.011904,other
TIANMU-1 10,57402,1 57402U 23101D   25344.29125044  .00011639  00000+0  42788-3 0  9991,2 57402  97.2902  34.3551 0008556  90.5233 269.6987 15.28015840132777,2025-12-10 06:59:24.038016,other
STARLINK-30240,57404,1 57404U 23102A   25344.07830501  .00001604  00000+0  13379-3 0  9996,2 57404  43.0051  16.0438 0001097 273.0948  86.9769 15.02541257132752,2025-12-10 01:52:45.552864,starlink
STARLINK-30192,57405,1 57405U 23102B   25344.33336806  .00955523  00000+0  66508-2 0  9994,2 57405  42.9998   0.2363 0001017 261.0453 323.5918 15.71186138  5869,2025-12-10 08:00:03.000384,starlink
STARLINK-30195,57406,1 57406U 23102C   25344.13812804  .00001120  00000+0  97976-4 0  9990,2 57406  43.0032  15.6284 0001233 282.9474  77.1230 15.02537526132762,2025-12-10 03:18:54.262656,starlink
STARLINK-30207,57407,1 57407U 23102D   25344.10509389  .00005483  00000+0  42050-3 0  9997,2 57407  43.0050   2.4644 0001945 279.5437  80.5185 15.02546450132929,2025-12-10 02:31:20.112096,starlink
STARLINK-30205,57408,1 57408U 23102E   25344.06165901  .00001702  00000+0  14103-3 0  9999,2 57408  43.0050  15.9199 0001342 274.0032  86.0657 15.02540496132756,2025-12-10 01:28:47.338464,starlink
STARLINK-30222,57409,1 57409U 23102F   25344.11812880  .00002873  00000+0  22755-3 0  9993,2 57409  43.0049  15.4830 0001713 274.0997  85.9649 15.02555501132767,2025-12-10 02:50:06.328320,starlink
STARLINK-30172,57410,1 57410U 23102G   25343.46002310 -.00003561  00000+0 -24862-3 0  9999,2 57410  43.0049  19.1304 0001225 270.5224  89.5478 15.02548048132665,2025-12-09 11:02:25.995840,starlink
STARLINK-30214,57411,1 57411U 23102H   25344.16132972  .00001823  00000+0  14999-3 0  9993,2 57411  43.0056  14.9529 0001359 276.5414  83.5273 15.02526665132726,2025-12-10 03:52:18.887808,starlink
STARLINK-30182,57412,1 57412U 23102J   25343.78908647  .00001799  00000+0  14817-3 0  9992,2 57412  43.0065  17.3106 0001412 273.9470  86.1211 15.02542133132716,2025-12-09 18:56:17.071008,starlink
STARLINK-30191,57413,1 57413U 23102K   25344.01831793 -.00000356  00000+0 -34092-5 0  9996,2 57413  43.0027 333.0598 0000995 268.6785  91.3953 15.27572824133251,2025-12-10 00:26:22.669152,starlink
STARLINK-30193,57414,1 57414U 23102L   25344.17796835  .00006332  00000+0  48329-3 0  9995,2 57414  43.0035  15.0563 0001319 256.7041 103.3654 15.02542484132774,2025-12-10 04:16:16.465440,starlink
STARLINK-30208,57415,1 57415U 23102M   25344.10816184  .00001315  00000+0  11239-3 0  9995,2 57415  43.0032  15.4034 0000891 266.6142  93.4599 15.02530312132713,2025-12-10 02:35:45.182976,starlink
STARLINK-30224,57416,1 57416U 23102N   25344.10483067  .00001216  00000+0  10510-3 0  9997,2 57416  43.0019  15.3790 0000890 265.6815  94.3925 15.02532892132765,2025-12-10 02:30:57.369888,starlink
STARLINK-30043,57417,1 57417U 23102P   25344.09817194 -.00000038  00000+0  12270-4 0  9996,2 57417  43.0048  15.3283 0001219 275.9455  84.1249 15.02533941132767,2025-12-10 02:21:22.055616,starlink
STARLINK-30221,57418,1 57418U 23102Q   25344.16797476 -.00001071  00000+0 -64173-4 0  9993,2 57418  43.0042  14.9907 0001497 273.8364  86.2307 15.02547661132777,2025-12-10 04:01:53.019264,starlink
QIANKUN-1,57422,1 57422U 23103B   25343.33230787  .00062421  32564-5  11280-3 0  9994,2 57422  96.2351  35.7200 0023953 170.1545 190.0212 16.01100059136828,2025-12-09 07:58:31.399968,other
2023-104A,57424,1 57424U 23104A   25344.30344878  .00018468  00000+0  58373-3 0  9992,2 57424  97.2938  50.3244 0009754  76.9663 283.2668 15.32807440133097,2025-12-10 07:16:57.974592,other
2023-104B,57425,1 57425U 23104B   25344.30012733  .00097174  00000+0  82593-3 0  9997,2 57425  97.2863  63.1386 0005128  26.3382 333.8139 15.69299275133964,2025-12-10 07:12:11.001312,other
2023-104C,57426,1 57426U 23104C   25344.27864182  .00004065  00000+0  16083-3 0  9995,2 57426  97.2892  48.0414 0005151 337.8907  22.2108 15.25997687132968,2025-12-10 06:41:14.653248,other
STARLINK-30189,57430,1 57430U 23105A   25344.16585430  .00079632  00000+0  46352-2 0  9998,2 57430  43.0029  27.2807 0000477 248.2830 111.7964 15.11089877132068,2025-12-10 03:58:49.811520,starlink
STARLINK-30188,57432,1 57432U 23105C   25344.19438002  .00000907  00000+0  82255-4 0  9998,2 57432  43.0071  28.3326 0002151 288.8469  71.2141 15.02537679132069,2025-12-10 04:39:54.433728,starlink
STARLINK-30105,57433,1 57433U 23105D   25343.83660475 -.00000039  00000+0  81234-5 0  9994,2 57433  43.0001 178.2726 0001224 269.9838  90.0873 15.27577149134585,2025-12-09 20:04:42.650400,starlink
STARLINK-30102,57434,1 57434U 23105E   25344.18772242  .00000746  00000+0  70306-4 0  9991,2 57434  43.0037  28.2817 0001067 283.4753  76.5971 15.02531454132041,2025-12-10 04:30:19.217088,starlink
STARLINK-30183,57436,1 57436U 23105G   25344.33336806  .00569896  00000+0  66901-2 0  9992,2 57436  42.9832 332.4837 0032872 114.5276  46.7390 15.58245885  5974,2025-12-10 08:00:03.000384,starlink
STARLINK-30237,57437,1 57437U 23105H   25344.33336806  .00041318  00000+0  22098-2 0  9996,2 57437  43.0000  25.6763 0001023 289.0130 189.3162 15.14405322  5791,2025-12-10 08:00:03.000384,starlink
STARLINK-30158,57438,1 57438U 23105J   25344.18105692  .00001615  00000+0  13455-3 0  9991,2 57438  43.0042  28.2313 0001511 276.6102  83.4568 15.02541711132099,2025-12-10 04:20:43.317888,starlink
STARLINK-30159,57440,1 57440U 23105L   25344.33336806  .00380687  00000+0  59244-2 0  9998,2 57440  42.9999  17.1826 0001013 283.7638 165.9070 15.51783456  5896,2025-12-10 08:00:03.000384,starlink
STARLINK-30160,57441,1 57441U 23105M   25344.17106910  .00000472  00000+0  49983-4 0  9994,2 57441  43.0044  28.1521 0001176 271.6697  88.4010 15.02535860131933,2025-12-10 04:06:20.370240,starlink
STARLINK-30146,57442,1 57442U 23105N   25344.16773555  .00002610  00000+0  20820-3 0  9993,2 57442  43.0045  28.1286 0001220 268.2888  91.7814 15.02542061132152,2025-12-10 04:01:32.351520,starlink
STARLINK-30197,57443,1 57443U 23105P   25344.16441105  .00000753  00000+0  70785-4 0  9999,2 57443  43.0046  28.1027 0000894 284.2642  75.8101 15.02535845132096,2025-12-10 03:56:45.114720,starlink
STARLINK-30181,57444,1 57444U 23105Q   25344.15108742  .00001462  00000+0  12328-3 0  9992,2 57444  43.0030  28.0021 0001192 255.5863 104.4847 15.02536743132152,2025-12-10 03:37:33.953088,starlink
STARLINK-30215,57445,1 57445U 23105R   25344.15552890  .00002872  00000+0  22767-3 0  9994,2 57445  43.0046  28.0417 0001126 267.1127  92.9587 15.02524636131933,2025-12-10 03:43:57.696960,starlink
STARLINK-30162,57446,1 57446U 23105S   25344.14805566  .00000857  00000+0  78478-4 0  9997,2 57446  43.0024  15.2423 0001067 272.6774  87.3946 15.02537753132244,2025-12-10 03:33:12.009024,starlink
STARLINK-30178,57447,1 57447U 23105T   25344.15442125  .00001359  00000+0  11565-3 0  9998,2 57447  43.0025  28.0294 0001180 276.5129  83.5579 15.02538247132099,2025-12-10 03:42:21.996000,starlink
STARLINK-30196,57448,1 57448U 23105U   25344.14443119  .00001356  00000+0  11543-3 0  9995,2 57448  43.0036  27.9503 0001525 278.7096  81.3573 15.02536435131932,2025-12-10 03:27:58.854816,starlink
STARLINK-30225,57449,1 57449U 23105V   25344.20757561  .00000365  00000+0  42073-4 0  9994,2 57449  43.0051  27.5692 0001531 266.7717  93.2950 15.02538009132165,2025-12-10 04:58:54.532704,starlink
STARLINK-30217,57450,1 57450U 23105W   25344.13141136  .00001589  00000+0  13270-3 0  9998,2 57450  43.0049  15.1702 0001536 268.2738  91.7928 15.02540115132242,2025-12-10 03:09:13.941504,starlink
STARLINK-30216,57451,1 57451U 23105X   25343.40651222  .00000886  00000+0  80636-4 0  9990,2 57451  43.0014  31.8953 0001013 284.5493  75.5237 15.02542527131822,2025-12-09 09:45:22.655808,starlink
YAOGAN-36 05A,57452,1 57452U 23106A   25343.96246424  .00014177  00000+0  59224-3 0  9993,2 57452  35.0023 167.6280 0001062  82.2712 277.8124 15.22810606132287,2025-12-09 23:05:56.910336,other
YAOGAN-36 05B,57454,1 57454U 23106C   25344.02464067  .00007371  00000+0  35852-3 0  9997,2 57454  34.9939 180.3158 0021053 234.7258 125.1485 15.17512546132113,2025-12-10 00:35:28.953888,other
YAOGAN-36 05C,57456,1 57456U 23106E   25344.02145317  .00007780  00000+0  37996-3 0  9998,2 57456  34.9918 180.1925 0002341  51.9720 308.1204 15.17559170132110,2025-12-10 00:30:53.553888,other
STARLINK-30165,57457,1 57457U 23107A   25343.63431942 -.00001678  00000+0 -10920-3 0  9998,2 57457  43.0025 108.5689 0001258 255.1127 104.9576 15.02539258131557,2025-12-09 15:13:25.197888,starlink
STARLINK-30140,57458,1 57458U 23107B   25343.76393636  .00000488  00000+0  51181-4 0  9991,2 57458  43.0033 107.8212 0001447 283.4053  76.6628 15.02547091131583,2025-12-09 18:20:04.101504,starlink
STARLINK-30185,57459,1 57459U 23107C   25344.33336806  .00559732  00000+0  11816-1 0  9991,2 57459  43.0002  96.7028 0001687 278.9249  75.2851 15.42270984  5731,2025-12-10 08:00:03.000384,starlink
STARLINK-30077,57460,1 57460U 23107D   25343.42488760 -.00001270  00000+0 -78967-4 0  9993,2 57460  43.0031 109.5781 0001315 269.6892  90.3799 15.02536276131535,2025-12-09 10:11:50.288640,starlink
STARLINK-30229,57461,1 57461U 23107E   25343.43821892  .00000127  00000+0  24506-4 0  9990,2 57461  43.0053 109.6736 0001331 272.8188  87.2502 15.02533998131538,2025-12-09 10:31:02.114688,starlink
STARLINK-30088,57462,1 57462U 23107F   25343.62098615 -.00001239  00000+0 -76607-4 0  9997,2 57462  43.0040 108.4629 0001572 263.6672  96.3992 15.02545017131568,2025-12-09 14:54:13.203360,starlink
STARLINK-30091,57463,1 57463U 23107G   25343.74724854  .00008064  00000+0  61044-3 0  9991,2 57463  43.0022 107.6961 0001040 279.5368  80.5356 15.02591871131587,2025-12-09 17:56:02.273856,starlink
STARLINK-30116,57465,1 57465U 23107J   25343.74839246  .00001503  00000+0  12629-3 0  9991,2 57465  43.0040 107.7046 0001378 272.0547  88.0137 15.02536154131588,2025-12-09 17:57:41.108544,starlink
STARLINK-30092,57467,1 57467U 23107L   25343.74062763  .00002355  00000+0  18938-3 0  9990,2 57467  43.0030 107.6433 0001476 273.2153  86.8521 15.02537493131583,2025-12-09 17:46:30.227232,starlink
STARLINK-30039,57468,1 57468U 23107M   25343.73729187  .00002136  00000+0  17315-3 0  9995,2 57468  43.0013 107.6173 0001449 270.4437  89.6239 15.02539503131581,2025-12-09 17:41:42.017568,starlink
STARLINK-30171,57469,1 57469U 23107N   25343.73059827  .00006737  00000+0  51273-3 0  9995,2 57469  43.0061 107.5736 0002240 273.0672  86.9914 15.02581938131588,2025-12-09 17:32:03.690528,starlink
STARLINK-30186,57470,1 57470U 23107P   25343.73395748  .00007175  00000+0  54534-3 0  9992,2 57470  43.0035 107.5951 0001272 289.0708  70.9996 15.02558310131582,2025-12-09 17:36:53.926272,starlink
STARLINK-30190,57471,1 57471U 23107Q   25343.83426420  .01706983  23104-2  14850-2 0  9999,2 57471  42.9658  22.8167 0019666  70.4018 289.8985 16.12376175132570,2025-12-09 20:01:20.426880,starlink
STARLINK-30204,57472,1 57472U 23107R   25343.66083186  .00000290  00000+0  36535-4 0  9999,2 57472  43.0030 107.9032 0001386 273.0305  87.0379 15.02545271131570,2025-12-09 15:51:35.872704,starlink
STARLINK-30187,57473,1 57473U 23107S   25341.72110973  .00097072  00000+0  54355-2 0  9992,2 57473  43.0006 117.4353 0000655 284.1711  75.9062 15.12378046131297,2025-12-07 17:18:23.880672,starlink
STARLINK-30110,57474,1 57474U 23107T   25344.33336806  .00431616  00000+0  56511-2 0  9990,2 57474  42.9899  40.9437 0030450  38.8999  96.8021 15.55871808  5970,2025-12-10 08:00:03.000384,starlink
STARLINK-30155,57475,1 57475U 23107U   25343.78048543  .00001658  00000+0  13785-3 0  9993,2 57475  43.0008 107.0808 0001651 283.3706  76.6952 15.02519878131591,2025-12-09 18:43:53.941152,starlink
STARLINK-30161,57476,1 57476U 23107V   25344.30895203  .00001719  00000+0  14231-3 0  9991,2 57476  43.0026 104.1677 0001434 272.9721  87.0958 15.02541723131679,2025-12-10 07:24:53.455392,starlink
STARLINK-30176,57477,1 57477U 23107W   25344.30674079  .00011525  00000+0  86657-3 0  9995,2 57477  43.0021 104.1517 0001478 273.8647  86.2026 15.02545511131679,2025-12-10 07:21:42.404256,starlink
JUPITER 3 (ECHOSTAR 24),57479,1 57479U 23108A   25344.04496193  .00000000  00000+0  00000+0 0  9998,2 57479   0.0204 346.0649 0001122 267.4867 106.4360  1.00270378  8745,2025-12-10 01:04:44.710752,other
FENGYUN 3F,57490,1 57490U 23111A   25344.26551830  .00000138  00000+0  85445-4 0  9992,2 57490  98.7087  52.5988 0000649  97.1767 262.9483 14.19892558122055,2025-12-10 06:22:20.781120,other
GALAXY 37 (G-37),57493,1 57493U 23112A   25344.29473007  .00000051  00000+0  00000+0 0  9991,2 57493   0.0101 359.5489 0002295 265.5725 153.2581  1.00271990  8647,2025-12-10 07:04:24.678048,other
STARLINK-30154,57495,1 57495U 23113A   25343.72986242  .00000050  00000+0  18791-4 0  9991,2 57495  43.0019 146.5060 0001054 259.6209 100.4514 15.02537155129960,2025-12-09 17:31:00.113088,starlink
STARLINK-30145,57496,1 57496U 23113B   25344.17855001  .00000228  00000+0  31922-4 0  9998,2 57496  43.0032 143.8659 0001381 260.1018  99.9668 15.02542684130088,2025-12-10 04:17:06.720864,starlink
STARLINK-30226,57497,1 57497U 23113C   25344.17521994  .00001210  00000+0  10462-3 0  9997,2 57497  43.0034 143.8520 0001278 268.4033  91.6663 15.02540098130093,2025-12-10 04:12:19.002816,starlink
STARLINK-30203,57498,1 57498U 23113D   25344.16523176  .00000816  00000+0  75480-4 0  9994,2 57498  43.0035 143.7698 0001273 265.0373  95.0324 15.02537202130214,2025-12-10 03:57:56.024064,starlink
STARLINK-30169,57499,1 57499U 23113E   25343.73015322  .00001387  00000+0  11773-3 0  9994,2 57499  43.0025 133.8036 0001445 272.0914  87.9763 15.02543298130118,2025-12-09 17:31:25.238208,starlink
STARLINK-30164,57500,1 57500U 23113F   25344.15523620 -.00001243  00000+0 -76891-4 0  9995,2 57500  43.0025 143.6887 0001209 265.0960  94.9744 15.02552791130198,2025-12-10 03:43:32.407680,starlink
STARLINK-30072,57501,1 57501U 23113G   25343.74971701  .00002690  00000+0  21415-3 0  9993,2 57501  43.0028 145.8006 0001231 281.3455  78.7249 15.02536836130028,2025-12-09 17:59:35.549664,starlink
STARLINK-30228,57502,1 57502U 23113H   25344.33336806  .00625542  00000+0  67151-2 0  9994,2 57502  42.9824  84.4265 0028463   9.0964 307.2431 15.60562560  5865,2025-12-10 08:00:03.000384,starlink
STARLINK-30230,57503,1 57503U 23113J   25344.15857162  .00001466  00000+0  12354-3 0  9997,2 57503  43.0024 143.7081 0001307 267.3862  92.6830 15.02536678130087,2025-12-10 03:48:20.587968,starlink
STARLINK-30213,57504,1 57504U 23113K   25344.14537945  .00001795  00000+0  14800-3 0  9994,2 57504  43.0034 144.4589 0001149 276.0473  84.0239 15.02524094130187,2025-12-10 03:29:20.784480,starlink
STARLINK-30227,57505,1 57505U 23113L   25343.72012254  .00000380  00000+0  43230-4 0  9998,2 57505  43.0020 133.4247 0001473 269.2728  90.7946 15.02534702130275,2025-12-09 17:16:58.587456,starlink
STARLINK-30212,57506,1 57506U 23113M   25344.14203919  .00000423  00000+0  46387-4 0  9990,2 57506  43.0028 144.4383 0001405 268.4911  91.5770 15.02536870130022,2025-12-10 03:24:32.186016,starlink
STARLINK-30219,57507,1 57507U 23113N   25344.13870403 -.00000822  00000+0 -45756-4 0  9992,2 57507  43.0034 144.4278 0001374 267.7080  92.3605 15.02532298130180,2025-12-10 03:19:44.028192,starlink
STARLINK-30074,57508,1 57508U 23113P   25343.81949009  .00005335  00000+0  40930-3 0  9996,2 57508  43.0027 145.4646 0001714 269.3386  90.7260 15.02573701129932,2025-12-09 19:40:03.943776,starlink
STARLINK-30082,57509,1 57509U 23113Q   25343.72654478  .00002796  00000+0  22196-3 0  9992,2 57509  43.0024 146.4949 0000984 270.4705  89.6024 15.02533641130120,2025-12-09 17:26:13.468992,starlink
STARLINK-30153,57510,1 57510U 23113R   25343.85615314  .00000940  00000+0  84660-4 0  9998,2 57510  43.0029 145.7584 0001330 266.9502  93.1188 15.02537308130030,2025-12-09 20:32:51.631296,starlink
STARLINK-30147,57511,1 57511U 23113S   25343.73320275 -.00001026  00000+0 -60863-4 0  9992,2 57511  43.0037 146.5456 0001161 272.4068  87.6641 15.02539596130121,2025-12-09 17:35:48.717600,starlink
STARLINK-30157,57512,1 57512U 23113T   25343.74361779  .00000733  00000+0  69354-4 0  9994,2 57512  43.0036 120.0705 0001395 267.9138  92.1544 15.02538702130436,2025-12-09 17:50:48.577056,starlink
STARLINK-30168,57513,1 57513U 23113U   25343.73651210  .00000860  00000+0  78740-4 0  9996,2 57513  43.0019 146.5383 0001688 254.1310 105.9346 15.02541193129965,2025-12-09 17:40:34.645440,starlink
STARLINK-30231,57514,1 57514U 23113V   25343.71986593  .00000208  00000+0  30485-4 0  9990,2 57514  43.0007 146.4303 0001177 258.5925 101.4785 15.02546468130125,2025-12-09 17:16:36.416352,starlink
STARLINK-30081,57515,1 57515U 23113W   25344.17189257  .00000682  00000+0  65577-4 0  9990,2 57515  43.0020 143.8266 0001305 268.9589  91.1104 15.02538473130198,2025-12-10 04:07:31.518048,starlink
